"","Potency","MolWt","MolLogP","TPSA","RingCount","NumHeteroAtoms"
"9743",10.691,376.532,4.06012,66.91,3,8
"9744",10.691,384.382,4.16784,60.33,3,7
"9745",11.9955,353.451,2.99602,70.98,3,7
"9746",10.691,421.529,3.1815,119.23,3,11
"9747",2.3934,428.499,3.1907,124.79,4,11
"9748",10.691,365.385,4.1292,77.88,3,6
"9749",10.691,301.367,3.5767,55.4,2,5
"9750",15.1014,352.282,4.9564,37.28,3,6
"9751",0.7569,404.9,4.68812,78.43,3,8
"9752",21.3313,389.885,4.9419,66.73,3,7
"9753",15.1014,420.509,4.2047,71.63,4,6
"9754",13.4591,300.314,2.9663,87.66,2,6
"9755",23.9341,360.391,2.02302,107.72,3,8
"9756",0.0269,300.314,3.4275,87.66,2,6
"9757",10.691,394.456,2.29862,103.95,3,8
"9758",19.0115,489.38,5.8158,95.5,3,9
"9759",19.0115,300.314,2.9663,87.66,2,6
"9760",0.2133,290.706,3.6822,78.43,2,6
"9761",11.9955,286.287,3.0374,87.66,2,6
"9762",13.4591,405.53,2.95292,100.63,3,10
"9763",16.9441,447.494,2.89872,138.45,3,11
"9764",2.1331,416.414,5.01688,124.42,4,8
"9765",15.1014,404.378,3.33472,116.92,4,8
"9766",23.9341,365.366,4.0508,89.1,4,7
"9767",0.9528,299.757,4.1076,46.17,2,4
"9768",11.9955,248.232,3.6088,41.13,2,5
"9769",10.691,295.338,3.5497,55.4,2,4
"9770",11.9955,342.42,3.89144,51.54,3,6
"9771",1.9012,279.339,4.00612,46.17,2,3
"9772",21.3313,245.347,3.74142,29.1,2,3
"9773",8.4921,260.145,3.51422,22,2,5
"9774",13.4591,252.269,3.6724,39.44,3,3
"9775",3.3808,259.374,4.04984,29.1,2,3
"9776",9.5283,341.37,4.4234,60.92,4,5
"9777",11.9955,354.381,3.19344,60.33,3,6
"9778",5.3582,375.877,3.6914,49.77,3,6
"9779",16.9441,400.32,4.239,28.07,3,5
"9780",11.9955,313.328,3.7317,47.89,3,5
"9781",15.1014,300.314,3.2883,81.47,2,6
"9782",21.3313,356.422,3.3369,67.87,2,6
"9783",10.691,285.387,3.7151,38.33,2,3
"9784",6.012,332.197,4.21242,46.17,2,4
"9785",2.6855,337.148,3.0655,64.68,2,6
"9786",10.691,459.573,3.9057,75.13,2,8
"9787",26.8545,360.512,3.2014,79.96,3,8
"9788",19.0115,283.302,3.6802,46.17,2,4
"9789",23.9341,391.221,3.5047,95.5,2,7
"9790",6.012,326.348,3.74362,80.65,4,5
"9791",15.1014,284.227,2.4688,106.47,3,7
"9792",9.5283,322.393,3.40012,74.43,4,6
"9793",5.3582,377.853,2.7376,71,4,8
"9794",6.7456,332.425,3.4338,75.27,2,6
"9795",16.9441,402.837,5.5057,79.29,4,6
"9796",26.8545,312.321,3.35352,80.65,4,5
"9797",16.9441,216.284,2.5685,48.65,2,3
"9798",0.5358,288.397,4.62922,45.15,3,5
"9799",9.5283,325.389,4.08912,66.4,3,5
"9800",10.691,242.322,3.4177,48.65,3,3
"9801",19.0115,320.308,3.5493,115.84,3,7
"9802",10.691,249.701,2.8087,46.92,2,5
"9803",10.691,290.388,2.86208,62.12,3,5
"9804",13.4591,307.335,0.712099999999999,91.16,3,9
"9805",7.5686,246.245,2.56812,66.91,2,6
"9806",0.6746,266.344,3.89804,32.34,3,3
"9807",15.1014,292.429,3.4972,42.85,3,5
"9808",26.8545,398.286,2.13102,80.21,2,9
"9809",9.5283,283.371,3.7486,38.33,2,3
"9810",11.9955,297.358,3.62172,61.44,2,5
"9811",19.0115,358.444,3.6272,74.5,3,7
"9812",15.1014,359.853,4.1684,38.77,3,5
"9813",10.691,294.398,4.4002,32.34,3,3
"9814",16.9441,227.267,3.03402,54.02,2,4
"9815",1.6944,300.383,2.95082,64.68,2,5
"9816",15.1014,314.341,2.3207,64.8,4,6
"9817",13.4591,340.217,4.319,29.1,2,5
"9818",21.3313,365.389,2.41732,88.6,4,7
"9819",2.3934,346.184,4.54272,67.16,3,6
"9820",21.3313,277.418,2.97098,47.85,2,5
"9821",15.1014,283.169,3.4669,32.34,2,4
"9822",15.1014,265.765,3.374,29.1,2,4
"9823",26.8545,349.383,3.4583,64.63,3,7
"9824",10.691,343.335,2.6594,90.93,2,7
"9825",21.3313,291.42,3.83032,50.8,2,5
"9826",11.9955,320.348,3.6468,68.29,3,5
"9827",2.1331,317.776,4.25082,70.23,2,6
"9828",13.4591,295.298,3.42698,84.22,3,6
"9829",21.3313,303.749,3.45758,71.08,3,6
"9830",21.3313,400.232,3.2398,86.8,3,7
"9831",11.9955,294.307,3.3178,67.43,2,7
"9832",16.9441,364.445,4.4811,64.36,3,5
"9833",2.6855,270.332,3.9016,50.36,2,4
"9834",19.0115,362.223,3.807,55.4,2,5
"9835",0.4775,340.608,4.44992,54.02,2,6
"9836",21.3313,400.232,3.2398,86.8,3,7
"9837",0.9528,314.297,2.8305,78.05,4,7
"9838",5.3582,278.258,3.6174,50.36,2,6
"9839",21.3313,285.303,2.4381,93.45,2,6
"9840",1.9012,294.398,4.15594,32.34,3,3
"9841",15.1014,274.364,3.7072,50.36,2,4
"9842",1.3459,272.279,2.61142,64.68,2,5
"9843",6.7456,345.311,3.0186,111.96,3,9
"9844",11.9955,281.359,3.68372,54.88,3,4
"9845",2.3934,304.325,2.2045,59.51,3,7
"9846",0.0379,414.483,3.4097,81.87,4,8
"9847",16.9441,287.384,4.0595,38.33,2,4
"9848",5.3582,324.471,3.7281,54.98,3,6
"9849",15.1014,271.103,3.1701,54.98,2,6
"9850",15.1014,261.346,3.45992,42.24,2,4
"9851",10.691,287.271,2.3513,95.86,2,6
"9852",16.9441,278.258,3.6174,50.36,2,6
"9853",2.3934,309.369,3.5666,61.44,3,5
"9854",16.9441,329.381,2.7792,77.25,3,7
"9855",10.691,265.316,2.5354,57.78,3,4
"9856",5.3582,299.37,3.414,47.56,2,4
"9857",15.1014,362.684,4.0761,41.49,2,6
"9858",16.9441,450.516,4.7863,103.78,3,8
"9859",13.4591,358.463,2.787,89.26,2,6
"9860",23.9341,343.386,4.7546,67.27,4,5
"9861",19.0115,256.305,3.0169,50.36,2,4
"9862",16.9441,348.196,3.4169,55.4,2,5
"9863",1.1995,383.407,4.4898,84.22,4,6
"9864",0.9528,278.333,2.5593,60.45,2,6
"9865",11.9955,259.261,2.8473,68.54,2,5
"9866",15.1014,303.745,3.3078,55.4,2,5
"9867",3.0131,299.732,4.9033,33.12,3,4
"9868",0.3793,283.327,3.3462,66.4,2,4
"9869",6.7456,332.222,4.9348,33.12,3,4
"9870",21.3313,297.741,4.4698,53.35,3,4
"9871",10.691,223.279,2.674,30.71,3,3
"9872",21.3313,301.371,2.606,63.25,2,6
"9873",6.7456,327.387,4.56202,46.4,4,4
"9874",23.9341,340.335,3.1242,100.75,3,7
"9875",23.9341,275.735,3.91474,49.33,2,4
"9876",16.9441,315.804,4.5824,47.04,3,5
"9877",10.691,342.391,3.9698,64.99,2,5
"9878",26.8545,319.744,3.1441,64.63,2,6
"9879",9.5283,287.384,3.8878,38.33,3,4
"9880",23.9341,269.344,3.11224,38.33,2,3
"9881",23.9341,286.36,3.483,60.26,3,6
"9882",3.7933,462.303,5.2523,84.22,4,7
"9883",19.0115,356.381,3.9323,73.13,4,5
"9884",4.7755,295.317,3.3228,46.92,3,5
"9885",3.3808,339.778,5.5338,51.47,3,5
"9886",16.9441,336.731,2.9806,85.82,3,8
"9887",11.9955,449.459,3.3487,111.16,3,8
"9888",5.3582,313.309,2.983,73.86,3,6
"9889",23.9341,306.774,3.1724,61.36,2,6
"9890",4.7755,303.745,3.4781,66.4,2,5
"9891",0.6012,313.378,3.0839,66.4,2,5
"9892",16.9441,488.499,4.8709,100.18,8,7
"9893",15.1014,290.344,2.5374,55.66,3,6
"9894",5.3582,335.359,4.889,60.7,3,5
"9895",16.9441,318.756,3.83542,52.6,2,5
"9896",16.9441,278.421,2.70454,35.5,2,4
"9897",0.3793,346.18,3.1245,66.4,2,5
"9898",1.0691,397.434,4.79822,84.22,4,6
"9899",2.1331,345.649,4.0636,35.01,2,6
"9900",16.9441,285.343,3.2406,47.56,2,4
"9901",9.5283,271.751,3.8388,29.85,3,4
"9902",16.9441,333.174,4.9007,55.13,3,6
"9903",0.4775,266.256,3.1323,57.38,4,5
"9904",15.1014,365.429,4.2772,75.63,2,5
"9905",1.5101,315.76,3.33952,63.29,3,6
"9906",19.0115,268.341,3.85702,41.99,3,4
"9907",15.1014,406.442,3.8589,91.86,4,8
"9908",26.8545,393.483,5.3819,75.63,3,5
"9909",16.9441,320.801,3.48082,61.36,2,6
"9910",11.9955,329.827,4.5451,29.54,3,4
"9911",15.1014,248.232,3.6088,41.13,2,5
"9912",19.0115,341.219,3.8258,61.36,2,7
"9913",16.9441,299.33,2.1043,86.8,2,6
"9914",10.691,234.299,2.0457,55.56,2,4
"9915",16.9441,336.395,2.5042,76.02,3,6
"9916",6.012,289.262,2.5719,56.79,3,6
"9917",15.1014,283.287,2.8158,70.27,3,6
"9918",6.7456,295.317,3.3228,46.92,3,5
"9919",3.0131,314.344,4.6152,47.14,5,4
"9920",0.0849,258.302,3.4737,48.15,3,5
"9921",0.5358,308.362,3.6167,50.27,4,5
"9922",0.6746,321.13,3.7677,61.29,3,6
"9923",15.1014,324.424,4.1818,41.57,3,4
"9924",15.1014,272.329,3.3975,48.15,3,5
"9925",5.3582,307.419,1.3463,44.81,2,6
"9926",11.9955,224.716,3.84852,24.92,2,4
"9927",16.9441,324.384,3.03032,69.04,4,6
"9928",1.3459,291.104,3.7591,52.06,3,5
"9929",5.3582,321.336,2.9124,65.38,4,6
"9930",10.691,319.744,3.3875,64.63,2,6
"9931",0.8492,305.333,4.8804,51.47,3,4
"9932",15.1014,250.323,1.6729,50.69,2,5
"9933",16.9441,295.298,1.9554,72.7,3,6
"9934",11.9955,237.353,2.5547,28.16,2,5
"9935",3.0131,240.262,3.61344,52.06,3,4
"9936",9.5283,335.359,3.6439,64.63,3,5
"9937",16.9441,305.355,2.351,72.47,2,6
"9938",21.3313,276.405,2.5525,41.13,2,4
"9939",10.691,312.753,3.0759,81.47,2,7
"9940",9.5283,289.338,4.2306,42.99,4,4
"9941",13.4591,306.431,3.2735,50.36,2,5
"9942",16.9441,290.476,4.8192,24.06,2,3
"9943",4.7755,320.392,4.28288,62.12,3,4
"9944",26.8545,329.425,2.95678,65.36,3,6
"9945",10.691,284.315,2.7795,59.59,3,5
"9946",26.8545,307.422,3.7639,36.95,3,4
"9947",21.3313,432.476,4.778,104.73,3,7
"9948",7.5686,299.399,4.1051,46.92,3,5
"9949",10.691,286.718,3.969,48.15,3,5
"9950",7.5686,306.268,3.3954,67.43,2,7
"9951",23.9341,283.371,4.6193,29.54,2,3
"9952",11.9955,313.357,3.6933,75.48,2,6
"9953",9.5283,341.48,3.8313,47.53,3,5
"9954",16.9441,366.812,3.18822,77.11,4,8
"9955",0.2393,310.122,3.9897,42.24,2,5
"9956",13.4591,294.42,2.2348,50.36,1,5
"9957",1.0691,325.187,2.9879,64.68,2,6
"9958",0.2133,249.216,3.3663,42.24,2,5
"9959",10.691,261.365,3.9688,29.54,2,3
"9960",13.4591,290.476,4.4579,15.27,2,3
"9961",10.691,308.385,3.771,59.29,3,5
"9962",6.012,297.177,3.46632,41.99,2,5
"9963",13.4591,280.393,2.487,50.36,1,5
"9964",5.3582,343.766,3.52102,63.68,3,6
"9965",23.9341,281.311,2.67002,46.61,3,4
"9966",21.3313,319.455,3.5029,53.16,2,6
"9967",2.6855,305.381,4.5498,44.37,3,4
"9968",2.3934,292.404,2.8834,50.36,2,5
"9969",7.5686,271.36,4.0598,38.33,4,3
"9970",5.3582,292.404,2.8834,50.36,2,5
"9971",1.6944,315.354,2.31972,79.37,3,7
"9972",0.2393,273.386,4.31862,37.81,3,5
"9973",9.5283,268.341,3.3478,33.2,3,4
"9974",9.5283,254.333,3.62514,41.13,2,3
"9975",10.691,250.301,3.50002,33.51,3,3
"9976",4.7755,240.262,3.61344,52.06,3,4
"9977",16.9441,302.424,3.6143,41.46,3,5
"9978",19.0115,400.232,3.2398,86.8,3,7
"9979",0.8492,245.347,3.02902,29.1,2,3
"9980",19.0115,344.219,3.6492,63.24,2,7
"9981",10.691,242.322,3.8594,38.92,3,3
"9982",6.7456,271.276,2.76272,72.48,3,6
"9983",10.691,411.263,3.29732,77.11,4,8
"9984",5.3582,285.303,2.4381,93.45,2,6
"9985",10.691,288.372,4.0611,50.36,2,5
"9986",16.9441,271.389,2.91912,36.95,2,4
"9987",23.9341,278.258,3.6174,50.36,2,6
"9988",0.006,391.225,1.0246,84.3,5,8
"9989",13.4591,342.464,3.88,44.73,3,5
"9990",0.1346,363.167,2.6551,83.14,3,7
"9991",3.3808,308.406,4.67924,41.99,3,4
"9992",23.9341,297.358,3.62172,61.44,2,5
"9993",16.9441,343.858,4.9699,44.37,3,5
"9994",16.9441,333.185,2.8553,64.68,2,5
"9995",2.6855,323.348,3.17604,63.68,3,5
"9996",8.4921,363.24,3.466,59.29,3,7
"9997",4.2562,276.383,5.0667,24.39,3,2
"9998",2.1331,238.286,3.59672,37.3,2,2
"9999",13.4591,412.445,4.3506,95.5,3,6
"10000",13.4591,326.355,2.1879,101.7,2,9
"10001",10.691,345.807,4.1153,58.89,3,6
"10002",0.2133,329.308,3.2198,98.9,2,7
"10003",1.6944,322.408,3.8697,36.28,3,4
"10004",19.0115,372.424,4.3363,60.85,5,5
"10005",5.3582,339.351,2.36748,98.73,3,7
"10006",11.9955,293.295,3.17912,54.88,2,9
"10007",6.012,336.435,5.0839,42.85,3,4
"10008",19.0115,389.814,3.9934,65.38,3,8
"10009",21.3313,348.424,3.2399,90.65,2,7
"10010",23.9341,280.28,1.14082,81.91,2,7
"10011",19.0115,344.378,2.88904,85.59,4,7
"10012",2.1331,272.373,3.5202,41.99,3,4
"10013",4.7755,478.35,4.31812,75.36,5,8
"10014",0.4256,454.504,3.59322,114.29,3,9
"10015",16.9441,330.409,3.3567,68.29,4,6
"10016",7.5686,367.474,3.5027,54.46,4,6
"10017",0.019,288.35,4.2152,41.46,4,3
"10018",19.0115,375.384,3.9352,90.39,4,7
"10019",16.9441,353.374,3.4443,72.89,4,6
"10020",0.6746,315.376,4.38032,39.42,4,4
"10021",2.3934,259.305,4.0144,22.12,3,4
"10022",15.1014,300.362,3.0928,64.2,4,6
"10023",6.012,314.819,2.1513,61.36,2,7
"10024",5.3582,288.325,5.0256,28.68,4,3
"10025",16.9441,439.77,5.6876,43.38,3,7
"10026",19.0115,269.325,2.9908,37.38,3,4
"10027",26.8545,232.235,2.44552,70.67,2,4
"10028",23.9341,301.773,3.90092,38.33,3,4
"10029",21.3313,470.577,3.84162,85.05,6,8
"10030",1.5101,336.218,4.6087,38.33,3,5
"10031",9.5283,292.429,3.94492,42.85,2,5
"10032",21.3313,290.432,2.9426,41.13,2,4
"10033",7.5686,300.314,2.3988,78.38,2,6
"10034",15.1014,274.364,3.12892,64.68,2,4
"10035",21.3313,309.34,4.0582,42.24,3,4
"10036",5.3582,387.348,2.5692,144.79,3,10
"10037",16.9441,301.293,2.48042,53.82,2,8
"10038",16.9441,307.147,3.11042,62.22,2,5
"10039",4.7755,316.269,2.341,99.93,3,8
"10040",16.9441,280.784,3.48884,52.74,2,6
"10041",10.691,381.701,5.0798,27.05,3,5
"10042",16.9441,349.412,2.6374,96.53,2,8
"10043",23.9341,417.465,3.3728,80.76,5,7
"10044",16.9441,326.179,4.105,58.56,2,6
"10045",6.012,266.3,3.4579,58.14,3,4
"10046",16.9441,320.458,2.7593,49.41,3,5
"10047",5.3582,282.453,3.0751,41.13,2,4
"10048",9.5283,288.803,4.58842,17.3,3,4
"10049",0.5358,408.259,3.94812,72.7,4,7
"10050",21.3313,271.272,2.65112,86.63,2,5
"10051",0.0953,285.299,2.71072,75.63,2,5
"10052",6.012,345.355,3.321,85.09,3,8
"10053",23.9341,282.368,3.9527,38.92,3,4
"10054",11.9955,242.23,3.0616,52.58,3,4
"10055",1.6944,284.362,5.19492,28.68,4,2
"10056",11.9955,360.413,3.8775,67.43,3,5
"10057",2.6855,305.384,2.95642,78.06,2,7
"10058",1.5101,270.244,3.4116,78.4,3,6
"10059",16.9441,317.301,2.2767,97.85,3,8
"10060",13.4591,261.325,2.2155,77.57,2,5
"10061",16.9441,296.783,3.18902,61.97,2,7
"10062",4.2562,278.714,4.43152,41.13,2,5
"10063",2.6855,428.444,5.01702,89.8,5,7
"10064",13.4591,384.932,5.7929,32.34,4,5
"10065",16.9441,332.197,3.7016,38.33,3,4
"10066",13.4591,273.376,3.4971,42.24,5,3
"10067",7.5686,331.379,4.22744,89.86,4,6
"10068",11.9955,378.409,3.9668,79.61,4,7
"10069",13.4591,273.133,3.7638,17.3,3,3
"10070",1.9012,248.285,3.0935,45.75,3,3
"10071",0.9528,285.299,3.0358,75.63,2,5
"10072",15.1014,281.355,3.55594,38.33,3,3
"10073",3.0131,372.174,4.0912,68.65,4,6
"10074",23.9341,318.332,3.0646,69.15,3,5
"10075",16.9441,313.22,2.54782,41.13,1,5
"10076",6.012,339.42,4.0609,55.41,3,6
"10077",15.1014,390.483,5.15312,59.59,3,5
"10078",6.7456,307.305,3.4685,79.54,3,5
"10079",21.3313,428.397,3.37324,149.09,3,10
"10080",5.3582,332.356,2.7237,59.59,3,7
"10081",13.4591,294.307,3.3178,67.43,2,7
"10082",23.9341,427.884,4.8145,88.77,3,7
"10083",0.2685,258.302,3.4737,48.15,3,5
"10084",4.7755,309.138,4.2322,41.13,2,5
"10085",0.1901,257.358,4.17344,29.1,2,3
"10086",15.1014,280.327,3.5304,48.15,3,4
"10087",2.1331,288.303,3.7945,55.13,3,6
"10088",2.3934,323.165,4.54062,41.13,2,5
"10089",2.3934,374.611,3.2843,86.8,2,9
"10090",4.7755,306.287,3.3839,44.62,3,6
"10091",4.7755,245.669,3.1254,64.94,3,5
"10092",15.1014,290.315,2.60412,65.74,2,5
"10093",26.8545,383.403,5.5826,75.63,4,5
"10094",3.7933,354.591,2.9748,77.57,2,7
"10095",16.9441,323.392,4.1831,66.4,3,4
"10096",15.1014,443.504,2.5525,98.14,3,10
"10097",2.6855,257.245,2.6297,79.54,2,5
"10098",16.9441,286.4,3.3151,32.67,3,4
"10099",3.3808,237.258,3.335,22.87,4,3
"10100",15.1014,290.476,4.1306,15.27,2,3
"10101",15.1014,341.363,3.3002,72.89,3,6
"10102",15.1014,419.393,4.1828,116.69,4,9
"10103",10.691,402.45,3.67302,95.5,3,6
"10104",21.3313,341.436,3.8769,56.27,3,6
"10105",1.3459,246.266,3.6042,38.92,3,5
"10106",26.8545,438.318,3.8686,87.07,3,7
"10107",15.1014,301.367,2.0496,54.45,3,5
"10108",11.9955,397.452,2.9898,80.75,5,7
"10109",0.9528,383.615,2.2054,85.89,2,10
"10110",7.5686,263.337,3.76692,29.1,2,4
"10111",0.3793,251.329,3.73602,29.1,3,2
"10112",4.7755,325.459,2.1948,84.22,2,7
"10113",26.8545,308.337,2.5458,71.19,3,5
"10114",16.9441,312.369,3.6291,78.43,2,5
"10115",3.3808,296.414,4.60584,35.83,2,3
"10116",3.7933,392.238,4.91968,79.55,2,7
"10117",21.3313,322.411,2.95352,60.45,3,7
"10118",9.5283,407.495,3.6983,84.99,4,7
"10119",4.7755,306.431,2.9733,41.57,2,5
"10120",1.9012,253.692,3.6891,30.19,4,4
"10121",2.1331,288.278,3.2563,67.43,2,6
"10122",2.1331,260.362,3.26454,35.01,2,4
"10123",16.9441,365.437,2.9098,72.28,3,7
"10124",10.691,308.175,3.8214,33.45,3,4
"10125",15.1014,312.354,1.9462,83.98,3,7
"10126",4.7755,361.448,2.78982,91.12,3,8
"10127",2.6855,266.127,4.2176,32.86,2,4
"10128",7.5686,301.415,2.28262,35.58,3,5
"10129",6.7456,282.303,2.7231,82.53,3,6
"10130",11.9955,233.311,3.236,38.33,1,3
"10131",26.8545,345.649,4.1821,37.2,2,6
"10132",13.4591,374.611,3.2843,86.8,2,9
"10133",1.6944,278.355,3.8531,27.05,3,3
"10134",2.6855,310.107,1.9144,90.71,2,7
"10135",16.9441,253.276,3.9529,22.12,3,3
"10136",11.9955,391.383,4.0227,99.62,4,8
"10137",19.0115,378.787,2.9107,84.5,2,8
"10138",21.3313,354.591,2.9748,77.57,2,7
"10139",21.3313,310.147,2.6677,42.68,3,5
"10140",7.5686,284.344,2.4966,60.67,3,6
"10141",16.9441,271.389,3.81576,36.95,2,4
"10142",13.4591,424.236,3.8364,109.77,2,9
"10143",19.0115,324.384,3.31282,72.06,3,6
"10144",16.9441,271.389,2.91912,36.95,2,4
"10145",15.1014,355.485,1.9471,62.83,3,8
"10146",21.3313,259.378,2.72588,53.05,1,4
"10147",9.5283,409.431,2.3346,161.06,4,11
"10148",0.5358,238.29,3.4,26.53,3,3
"10149",2.6855,328.368,3.906,76.66,2,6
"10150",2.3934,266.275,3.2326,45.75,3,4
"10151",4.7755,281.359,3.3197,57.25,4,4
"10152",26.8545,402.314,2.20432,79.46,1,8
"10153",4.7755,276.38,3.7855,50.36,2,4
"10154",0.7569,295.407,5.36444,32.59,3,3
"10155",19.0115,323.421,4.3806,54.02,3,5
"10156",3.0131,349.411,4.7652,66.4,3,5
"10157",10.691,349.419,2.5883,78.73,4,7
"10158",6.7456,307.191,4.5468,38.92,3,4
"10159",2.3934,342.42,2.50112,49.85,3,6
"10160",10.691,464.232,2.6732,145.02,3,12
"10161",0.9528,390.351,3.0263,116.92,4,8
"10162",3.7933,431.452,3.503,129.29,3,9
"10163",0.9528,261.321,4.00412,29.1,2,4
"10164",16.9441,274.295,3.156,50.36,2,5
"10165",10.691,361.81,3.8353,85.09,3,8
"10166",10.691,297.31,2.8307,75.63,2,5
"10167",3.7933,339.149,2.94954,100.92,2,8
"10168",21.3313,436.489,3.3841,103.78,4,8
"10169",16.9441,246.314,3.1296,57.06,2,5
"10170",19.0115,364.232,4.1058,70.56,2,7
"10171",19.0115,283.327,3.29034,44.37,3,4
"10172",19.0115,237.258,3.0422,56.23,3,3
"10173",16.9441,347.374,3.31374,91.65,3,6
"10174",4.7755,290.344,3.48712,67.43,2,6
"10175",0.1346,326.19,4.4582,29.1,2,5
"10176",16.9441,364.357,3.4113,108.64,3,7
"10177",0.4775,279.339,3.58744,39.07,3,3
"10178",3.0131,353.422,3.9653,70.67,3,6
"10179",0.12,243.331,3.86502,29.1,2,3
"10180",21.3313,293.754,4.2695,67.16,2,6
"10181",23.9341,300.293,1.8561,90.41,2,7
"10182",3.7933,308.297,2.0978,88.6,4,7
"10183",4.7755,288.278,3.2563,67.43,2,6
"10184",23.9341,404.829,2.8402,90.54,3,9
"10185",15.1014,331.371,4.2006,55.4,3,4
"10186",2.6855,302.399,4.4512,50.36,2,5
"10187",10.691,314.414,2.8364,66.05,2,6
"10188",15.1014,285.299,2.71072,75.63,2,5
"10189",4.7755,356.676,4.61482,36.95,2,6
"10190",10.691,466.833,3.5462,126.15,4,10
"10191",6.012,302.407,1.86764,88.22,2,7
"10192",10.691,367.405,2.90114,89.02,3,7
"10193",16.9441,502.545,2.2472,129.26,5,11
"10194",15.1014,391.339,3.0218,125.92,4,9
"10195",21.3313,413.455,3.5362,128.62,3,9
"10196",26.8545,313.357,2.7068,79.46,2,6
"10197",4.7755,262.422,3.3504,15.27,2,3
"10198",19.0115,339.214,3.47732,54.27,2,6
"10199",8.4921,303.774,2.9912,50.16,4,6
"10200",7.5686,327.405,3.97,38.77,3,5
"10201",5.3582,347.374,3.31374,91.65,3,6
"10202",10.691,312.369,3.542,67.43,2,5
"10203",10.691,396.424,3.99,85.89,4,8
"10204",4.7755,315.329,2.4453,93.5,2,7
"10205",13.4591,422.283,2.20662,84.51,3,9
"10206",19.0115,275.264,2.4953,93.46,2,7
"10207",2.6855,285.303,2.9023,80.32,2,6
"10208",1.5101,255.321,3.65086,54.02,2,4
"10209",10.691,331.803,3.7216,47.79,3,6
"10210",15.1014,319.433,4.98332,29.33,4,4
"10211",15.1014,305.717,3.2991,75.63,2,6
"10212",3.0131,297.398,3.9227,38.33,2,3
"10213",6.012,462.216,2.6877,134.02,4,12
"10214",1.3459,263.768,3.9603,29.1,2,3
"10215",21.3313,242.282,2.73744,66.91,2,5
"10216",13.4591,281.271,2.7358,75.81,3,6
"10217",10.691,280.356,3.6511,50.17,3,5
"10218",1.1995,258.281,2.43762,76.14,2,6
"10219",16.9441,288.372,4.0611,50.36,2,5
"10220",2.3934,279.295,3.23508,70.32,2,4
"10221",23.9341,371.19,3.9478,79.29,3,6
"10222",0.8492,315.373,3.16224,60.38,3,6
"10223",15.1014,271.158,3.3691,41.13,1,4
"10224",3.7933,350.334,3.5579,125.07,3,8
"10225",3.0131,360.486,5.45963,46.5,4,5
"10226",15.1014,385.851,3.2459,72.88,3,7
"10227",7.5686,257.293,3.1243,63.25,2,5
"10228",16.9441,330.365,2.9954,60.98,4,7
"10229",15.1014,325.364,3.6109,75.63,2,5
"10230",15.1014,352.63,3.5634,71.09,2,9
"10231",26.8545,341.845,3.0415,62.39,2,8
"10232",3.3808,265.356,3.4488,29.1,2,2
"10233",4.7755,362.52,3.44282,32.78,3,6
"10234",2.6855,271.276,2.76272,72.48,3,6
"10235",13.4591,245.282,3.24386,67.16,2,5
"10236",9.5283,304.375,1.7116,90.01,3,7
"10237",21.3313,276.336,4.1916,41.13,2,5
"10238",11.9955,300.314,3.1258,76.66,2,6
"10239",1.0691,335.359,3.18464,76.23,3,5
"10240",3.0131,275.348,3.4041,55.4,1,4
"10241",9.5283,287.294,3.4281,70.23,2,6
"10242",19.0115,286.287,3.16412,81.47,2,6
"10243",10.691,267.353,4.226,32.59,3,3
"10244",11.9955,292.36,2.9494,60.45,2,6
"10245",26.8545,288.397,3.2745,41.13,2,5
"10246",9.5283,303.274,1.1418,102.68,3,8
"10247",1.1995,337.748,2.8437,102.95,3,10
"10248",9.5283,241.294,3.34244,54.02,2,4
"10249",0.9528,329.356,2.358,67.18,4,7
"10250",11.9955,259.265,1.4436,65.38,3,6
"10251",19.0115,273.292,2.7428,72.48,2,6
"10252",2.3934,294.276,4.65782,41.13,2,6
"10253",6.7456,315.402,2.1882,78.73,3,7
"10254",13.4591,301.415,2.28262,35.58,3,5
"10255",19.0115,299.326,2.265,64.63,2,5
"10256",2.1331,299.326,3.01914,75.63,2,5
"10257",2.3934,300.387,3.01812,65.19,2,6
"10258",23.9341,410.735,4.5359,83.11,3,10
"10259",16.9441,270.328,4.0311,46.53,3,3
"10260",13.4591,360.797,3.3594,72.31,4,7
"10261",23.9341,383.403,5.5826,75.63,4,5
"10262",11.9955,321.174,4.1017,50.36,2,5
"10263",5.3582,374.36,3.4159,119.36,5,9
"10264",2.1331,316.338,2.3325,102.4,3,7
"10265",9.5283,273.307,3.46004,38.33,2,4
"10266",9.5283,241.294,3.288,54.02,2,4
"10267",15.1014,439.541,2.83542,98.14,3,9
"10268",4.7755,282.278,2.5082,70.14,3,6
"10269",19.0115,338.285,3.08912,66.04,3,8
"10270",5.3582,304.305,3.3513,68.26,4,5
"10271",16.9441,379.504,3.8523,55.2,3,5
"10272",19.0115,398.466,4.0901,80.91,4,6
"10273",1.3459,345.424,2.5229,50.11,4,7
"10274",16.9441,347.399,3.0837,77.46,4,6
"10275",19.0115,318.398,4.0697,59.59,2,6
"10276",4.2562,320.417,5.3002,41.13,3,4
"10277",7.5686,318.354,3.3813,84.5,2,7
"10278",23.9341,280.349,2.388,78.43,1,6
"10279",19.0115,371.392,4.25494,76.37,4,5
"10280",13.4591,311.385,2.5569,48.3,3,5
"10281",16.9441,333.771,3.8359,75.63,2,6
"10282",15.1014,405.41,3.05474,104.78,4,8
